Names: Derek Hildebrandt, Jesus Gonzalez, Christianna Powell
Group: Group 3
Date: June 18, 2015
SectionB: DA Pattern Matching - Genes
Gene 661: Start: 93999 End: 94035 

Gene 662: Start: 94068 End: 94140 

Gene 663: Start: 94383 End: 94389 

Gene 664: Start: 94416 End: 94422 

Gene 665: Start: 94464 End: 94488 

Gene 666: Start: 94562 End: 94568 

Gene 667: Start: 94602 End: 94617 

Gene 668: Start: 94725 End: 94740 

Gene 669: Start: 94812 End: 94866 

Gene 670: Start: 94893 End: 94941 

Gene 671: Start: 94985 End: 95012 

Gene 672: Start: 95052 End: 95130 

Gene 673: Start: 95160 End: 95190 

Gene 674: Start: 95340 End: 95379 

Gene 675: Start: 95466 End: 95493 

Gene 676: Start: 95780 End: 96053 

Gene 677: Start: 96074 End: 96383 

Gene 678: Start: 96737 End: 96749 

Gene 679: Start: 96929 End: 96983 

Gene 680: Start: 97073 End: 97109 

Gene 681: Start: 97196 End: 97304 

Gene 682: Start: 97419 End: 97437 

Gene 683: Start: 97560 End: 97572 

Gene 684: Start: 97613 End: 97652 

Gene 685: Start: 97715 End: 97760 

Gene 686: Start: 97814 End: 97838 

Gene 687: Start: 97992 End: 97998 

Gene 688: Start: 98019 End: 98028 

Gene 689: Start: 98085 End: 98208 

Gene 690: Start: 98256 End: 98448 

Gene 691: Start: 98496 End: 98640 

Gene 692: Start: 98675 End: 98684 

Gene 693: Start: 98693 End: 98915 

Gene 694: Start: 99006 End: 99156 

Gene 695: Start: 99245 End: 99284 

Gene 696: Start: 99446 End: 99476 

Gene 697: Start: 99536 End: 99563 

Gene 698: Start: 99657 End: 99765 

Gene 699: Start: 100319 End: 100496 

Gene 700: Start: 100512 End: 100548 

Gene 701: Start: 100676 End: 100697 

Gene 702: Start: 100812 End: 100830 

Gene 703: Start: 100841 End: 100904 

Gene 704: Start: 100998 End: 101100 

Gene 705: Start: 101114 End: 101243 

Gene 706: Start: 101336 End: 101441 

Gene 707: Start: 101609 End: 101648 

Gene 708: Start: 101747 End: 101774 

Gene 709: Start: 101792 End: 101864 

Gene 710: Start: 101891 End: 101975 

Gene 711: Start: 102099 End: 102249 

Gene 712: Start: 102254 End: 102263 

Gene 713: Start: 102401 End: 102518 

Gene 714: Start: 102584 End: 102587 

Gene 715: Start: 102659 End: 102740 

Gene 716: Start: 103010 End: 103043 

Gene 717: Start: 103061 End: 103241 

Gene 718: Start: 103326 End: 103515 

Gene 719: Start: 103541 End: 103544 

Gene 720: Start: 103625 End: 103628 

Gene 721: Start: 103677 End: 103695 

Gene 722: Start: 104247 End: 104301 

Gene 723: Start: 104349 End: 104490 

Gene 724: Start: 104652 End: 104733 

Gene 725: Start: 104741 End: 104903 

Gene 726: Start: 104949 End: 105015 

Gene 727: Start: 105096 End: 105165 

Gene 728: Start: 105267 End: 105276 

Gene 729: Start: 105518 End: 105548 

Gene 730: Start: 105698 End: 105773 

Gene 731: Start: 105798 End: 105933 

Gene 732: Start: 106068 End: 106071 

Gene 733: Start: 106151 End: 106154 

Gene 734: Start: 106167 End: 106239 

Gene 735: Start: 106352 End: 106355 

Gene 736: Start: 106382 End: 106460 

Gene 737: Start: 106482 End: 106554 

Gene 738: Start: 106691 End: 106697 

Gene 739: Start: 106854 End: 106863 

Gene 740: Start: 106961 End: 106982 

Gene 741: Start: 107032 End: 107050 

Gene 742: Start: 107209 End: 107227 

Gene 743: Start: 107289 End: 107328 

Gene 744: Start: 107410 End: 107428 

Gene 745: Start: 107448 End: 107454 

Gene 746: Start: 107579 End: 107663 

Gene 747: Start: 107757 End: 107769 

Gene 748: Start: 107790 End: 107808 

Gene 749: Start: 107840 End: 107894 

Gene 750: Start: 107953 End: 108259 

Gene 751: Start: 108296 End: 108326 

Gene 752: Start: 108362 End: 108455 

Gene 753: Start: 108483 End: 108528 

Gene 754: Start: 108532 End: 108547 

Gene 755: Start: 108607 End: 108625 

Gene 756: Start: 108647 End: 108653 

Gene 757: Start: 108698 End: 108725 

Gene 758: Start: 108828 End: 108843 

Gene 759: Start: 108910 End: 109078 

Gene 760: Start: 109119 End: 109305 

Gene 761: Start: 109402 End: 109570 

Gene 762: Start: 109595 End: 109604 

Gene 763: Start: 109637 End: 109643 

Gene 764: Start: 109659 End: 109716 

Gene 765: Start: 109720 End: 109741 

Gene 766: Start: 109805 End: 109976 

Gene 767: Start: 110014 End: 110032 

Gene 768: Start: 110073 End: 110091 

Gene 769: Start: 110203 End: 110302 

Gene 770: Start: 110342 End: 110348 

Gene 771: Start: 110357 End: 110405 

Gene 772: Start: 110506 End: 110530 

Gene 773: Start: 110576 End: 110765 

Gene 774: Start: 110816 End: 110849 

Gene 775: Start: 110861 End: 110927 

Gene 776: Start: 110940 End: 111039 

Gene 777: Start: 111054 End: 111078 

Gene 778: Start: 111087 End: 111138 

Gene 779: Start: 111237 End: 111282 

Gene 780: Start: 111316 End: 111364 

Gene 781: Start: 111396 End: 111426 

Gene 782: Start: 111481 End: 111517 

Gene 783: Start: 111581 End: 111590 

Gene 784: Start: 111597 End: 111687 

Gene 785: Start: 112025 End: 112100 

Gene 786: Start: 112107 End: 112143 

Gene 787: Start: 112148 End: 112172 

Gene 788: Start: 112203 End: 112281 

Gene 789: Start: 112330 End: 112369 

Gene 790: Start: 112411 End: 112498 

Gene 791: Start: 112541 End: 112571 

Gene 792: Start: 112583 End: 112592 

Gene 793: Start: 112596 End: 112731 

Gene 794: Start: 112752 End: 112785 

Gene 795: Start: 112828 End: 112867 

Gene 796: Start: 113048 End: 113066 

Gene 797: Start: 113133 End: 113175 

Gene 798: Start: 113252 End: 113270 

Gene 799: Start: 113366 End: 113396 

Gene 800: Start: 113411 End: 113429 

Gene 801: Start: 113553 End: 113568 

Gene 802: Start: 113589 End: 113712 

Gene 803: Start: 113759 End: 113819 

Gene 804: Start: 113889 End: 114234 

Gene 805: Start: 114249 End: 114366 

Gene 806: Start: 114399 End: 114411 

Gene 807: Start: 114437 End: 114683 

Gene 808: Start: 114764 End: 114809 

Gene 809: Start: 114833 End: 114917 

Gene 810: Start: 114957 End: 114987 

Gene 811: Start: 114993 End: 115005 

Gene 812: Start: 115084 End: 115120 

Gene 813: Start: 115127 End: 115130 

Gene 814: Start: 115157 End: 115268 

Gene 815: Start: 115325 End: 115412 

Gene 816: Start: 115417 End: 115474 

Gene 817: Start: 115498 End: 115648 

Gene 818: Start: 115753 End: 115762 

Gene 819: Start: 115876 End: 115939 

Gene 820: Start: 116002 End: 116056 

Gene 821: Start: 116303 End: 116444 

Gene 822: Start: 116506 End: 116581 

Gene 823: Start: 116591 End: 116636 

Gene 824: Start: 116647 End: 116785 

Gene 825: Start: 116866 End: 116875 

Gene 826: Start: 116901 End: 116913 

Gene 827: Start: 116969 End: 116975 

Gene 828: Start: 117024 End: 117093 

Gene 829: Start: 117110 End: 117218 

Gene 830: Start: 117266 End: 117272 

Gene 831: Start: 117285 End: 117309 

Gene 832: Start: 117346 End: 117481 

Gene 833: Start: 117507 End: 117570 

Gene 834: Start: 117669 End: 117726 

Gene 835: Start: 117761 End: 117770 

Gene 836: Start: 117776 End: 118034 

Gene 837: Start: 118055 End: 118127 

Gene 838: Start: 118136 End: 118223 

Gene 839: Start: 118238 End: 118292 

Gene 840: Start: 118295 End: 118337 

Gene 841: Start: 118506 End: 118524 

Gene 842: Start: 118588 End: 118645 

Gene 843: Start: 118661 End: 118664 

Gene 844: Start: 118892 End: 118913 

Gene 845: Start: 119011 End: 119227 

Gene 846: Start: 119437 End: 119497 

Gene 847: Start: 119507 End: 119516 

Gene 848: Start: 119522 End: 119531 

Gene 849: Start: 119717 End: 119768 

Gene 850: Start: 120054 End: 120084 

Gene 851: Start: 120089 End: 120203 

Gene 852: Start: 120219 End: 120249 

Gene 853: Start: 120400 End: 120472 

Gene 854: Start: 120606 End: 120618 

Gene 855: Start: 120686 End: 120701 

Gene 856: Start: 120811 End: 120997 

Gene 857: Start: 121073 End: 121100 

Gene 858: Start: 121220 End: 121262 

Gene 859: Start: 121291 End: 121315 

Gene 860: Start: 121348 End: 121408 

Gene 861: Start: 121459 End: 121477 

Gene 862: Start: 121592 End: 121721 

Gene 863: Start: 121747 End: 121840 

Gene 864: Start: 121897 End: 121954 

Gene 865: Start: 122129 End: 122189 

Gene 866: Start: 122309 End: 122342 

Gene 867: Start: 122416 End: 122425 

Gene 868: Start: 122526 End: 122541 

Gene 869: Start: 122548 End: 122551 

Gene 870: Start: 122597 End: 122699 

Gene 871: Start: 122718 End: 122733 

Gene 872: Start: 122753 End: 122777 

Gene 873: Start: 122852 End: 122948 

Gene 874: Start: 122956 End: 122989 

Gene 875: Start: 123055 End: 123094 

Gene 876: Start: 123220 End: 123247 

Gene 877: Start: 123280 End: 123397 

Gene 878: Start: 123410 End: 123416 

Gene 879: Start: 123566 End: 123593 

Gene 880: Start: 123887 End: 123908 

Gene 881: Start: 123929 End: 123962 

Gene 882: Start: 124006 End: 124027 

Gene 883: Start: 124151 End: 124280 

Gene 884: Start: 124379 End: 124391 

Gene 885: Start: 124429 End: 124498 

Gene 886: Start: 124558 End: 124618 

Gene 887: Start: 124673 End: 124700 

Gene 888: Start: 124789 End: 124861 

Gene 889: Start: 124916 End: 124937 

Gene 890: Start: 124941 End: 124962 

Gene 891: Start: 125064 End: 125109 

Gene 892: Start: 125149 End: 125239 

Gene 893: Start: 125301 End: 125343 

Gene 894: Start: 125389 End: 125446 

Gene 895: Start: 125452 End: 125467 

Gene 896: Start: 125597 End: 125642 

Gene 897: Start: 125717 End: 125735 

Gene 898: Start: 125780 End: 125783 

Gene 899: Start: 125828 End: 125885 

Gene 900: Start: 125955 End: 125997 

Gene 901: Start: 126034 End: 126214 

Gene 902: Start: 126376 End: 126466 

Gene 903: Start: 126734 End: 126893 

Gene 904: Start: 126947 End: 127106 

Gene 905: Start: 127143 End: 127242 

Gene 906: Start: 127308 End: 127332 

Gene 907: Start: 127353 End: 127545 

Gene 908: Start: 127605 End: 127626 

Gene 909: Start: 127665 End: 127968 

Gene 910: Start: 128036 End: 128051 

Gene 911: Start: 128073 End: 128199 

Gene 912: Start: 128237 End: 128282 

Gene 913: Start: 128316 End: 128334 

Gene 914: Start: 128362 End: 128392 

Gene 915: Start: 128434 End: 128497 

Gene 916: Start: 128613 End: 128667 

Gene 917: Start: 128723 End: 128807 

Gene 918: Start: 128924 End: 128951 

Gene 919: Start: 129012 End: 129039 

Gene 920: Start: 129281 End: 129440 

Gene 921: Start: 129534 End: 129594 

Gene 922: Start: 129854 End: 129905 

Gene 923: Start: 129941 End: 129977 

Gene 924: Start: 130074 End: 130137 

Gene 925: Start: 130428 End: 130434 

Gene 926: Start: 130440 End: 130479 

Gene 927: Start: 130511 End: 130598 

Gene 928: Start: 130617 End: 130671 

Gene 929: Start: 130787 End: 130823 

Gene 930: Start: 130848 End: 130992 

Gene 931: Start: 131018 End: 131105 

Gene 932: Start: 131151 End: 131232 

Gene 933: Start: 131235 End: 131271 

Gene 934: Start: 131364 End: 131487 

Gene 935: Start: 131531 End: 131558 

Gene 936: Start: 131622 End: 131637 

Gene 937: Start: 131730 End: 131739 

Gene 938: Start: 131951 End: 132077 

Gene 939: Start: 132131 End: 132176 

Gene 940: Start: 132399 End: 132420 

Gene 941: Start: 132464 End: 132470 

Gene 942: Start: 132533 End: 132542 

Gene 943: Start: 132605 End: 132620 

Gene 944: Start: 132737 End: 132770 

Gene 945: Start: 132929 End: 132971 

Gene 946: Start: 133077 End: 133146 

Gene 947: Start: 133194 End: 133323 

Gene 948: Start: 133448 End: 133493 

Gene 949: Start: 133520 End: 133541 

Gene 950: Start: 133770 End: 133806 

Gene 951: Start: 133811 End: 133889 

Gene 952: Start: 133965 End: 133980 

Gene 953: Start: 134060 End: 134063 

Gene 954: Start: 134067 End: 134073 

Gene 955: Start: 134127 End: 134244 

Gene 956: Start: 134292 End: 134295 

Gene 957: Start: 134394 End: 134538 

Gene 958: Start: 134639 End: 134744 

Gene 959: Start: 134889 End: 135048 

Gene 960: Start: 135168 End: 135306 

Gene 961: Start: 135392 End: 135437 

Gene 962: Start: 135470 End: 135506 

Gene 963: Start: 135623 End: 135641 

Gene 964: Start: 135791 End: 135836 

Gene 965: Start: 136040 End: 136076 

Gene 966: Start: 136236 End: 136296 

Gene 967: Start: 136520 End: 136538 

Gene 968: Start: 136601 End: 136718 

Gene 969: Start: 137033 End: 137099 

Gene 970: Start: 137150 End: 137216 

Gene 971: Start: 137490 End: 137511 

Gene 972: Start: 137601 End: 137772 

Gene 973: Start: 137903 End: 137936 

Gene 974: Start: 138023 End: 138086 

Gene 975: Start: 138285 End: 138303 

Gene 976: Start: 138480 End: 138504 

Gene 977: Start: 138591 End: 138669 

Gene 978: Start: 138678 End: 138768 

Gene 979: Start: 138857 End: 138863 

Gene 980: Start: 138920 End: 139025 

Gene 981: Start: 139061 End: 139091 

Gene 982: Start: 139208 End: 139220 

Gene 983: Start: 139275 End: 139302 

Gene 984: Start: 139506 End: 139509 

Gene 985: Start: 139562 End: 139781 

Gene 986: Start: 140009 End: 140039 

Gene 987: Start: 140135 End: 140228 

Gene 988: Start: 140429 End: 140462 

Gene 989: Start: 140529 End: 140535 

Gene 990: Start: 140555 End: 140600 

Gene 991: Start: 140670 End: 140697 

Gene 992: Start: 140700 End: 140922 

Gene 993: Start: 140948 End: 141026 

Gene 994: Start: 141209 End: 141353 

Gene 995: Start: 141386 End: 141425 

Gene 996: Start: 141494 End: 141533 

Gene 997: Start: 141993 End: 142035 

Gene 998: Start: 142295 End: 142475 

Gene 999: Start: 142595 End: 142682 

Gene 1000: Start: 142716 End: 142737 

Gene 1001: Start: 142917 End: 142932 

Gene 1002: Start: 143111 End: 143138 

Gene 1003: Start: 143186 End: 143267 

Gene 1004: Start: 143343 End: 143355 

Gene 1005: Start: 143466 End: 143580 

Gene 1006: Start: 143589 End: 143628 

Gene 1007: Start: 143637 End: 143745 

Gene 1008: Start: 143867 End: 144026 

Gene 1009: Start: 144063 End: 144108 

Gene 1010: Start: 144240 End: 144384 

Gene 1011: Start: 144407 End: 144410 

Gene 1012: Start: 144444 End: 144630 

Gene 1013: Start: 144762 End: 144849 

Gene 1014: Start: 144920 End: 144989 

Gene 1015: Start: 145049 End: 145055 

Gene 1016: Start: 145242 End: 145452 

Gene 1017: Start: 145460 End: 145517 

Gene 1018: Start: 145530 End: 145554 

Gene 1019: Start: 145733 End: 145745 

Gene 1020: Start: 145769 End: 145805 

Gene 1021: Start: 145820 End: 145931 

Gene 1022: Start: 146010 End: 146058 

Gene 1023: Start: 146421 End: 146424 

Gene 1024: Start: 146447 End: 146477 

Gene 1025: Start: 146523 End: 146550 

Gene 1026: Start: 146685 End: 146733 

Gene 1027: Start: 146808 End: 146817 

Gene 1028: Start: 146885 End: 146975 

Gene 1029: Start: 147422 End: 147446 

Gene 1030: Start: 147492 End: 147495 

Gene 1031: Start: 147557 End: 147572 

Gene 1032: Start: 147575 End: 147635 

Gene 1033: Start: 147713 End: 147734 

Gene 1034: Start: 147824 End: 148067 

Gene 1035: Start: 148094 End: 148121 

Gene 1036: Start: 148170 End: 148182 

Gene 1037: Start: 148227 End: 148233 

Gene 1038: Start: 148269 End: 148275 

Gene 1039: Start: 148451 End: 148634 

Gene 1040: Start: 148646 End: 148682 

Gene 1041: Start: 148704 End: 148758 

Gene 1042: Start: 148851 End: 148899 

Gene 1043: Start: 148965 End: 149142 

Gene 1044: Start: 149183 End: 149195 

Gene 1045: Start: 149198 End: 149258 

Gene 1046: Start: 149435 End: 149456 

Gene 1047: Start: 149466 End: 149535 

Gene 1048: Start: 149825 End: 149882 

Gene 1049: Start: 149945 End: 149951 

Gene 1050: Start: 150074 End: 150545 

Gene 1051: Start: 150585 End: 150642 

Gene 1052: Start: 150656 End: 150707 

Gene 1053: Start: 150882 End: 150972 

Gene 1054: Start: 151016 End: 151028 

Gene 1055: Start: 151065 End: 151155 

Gene 1056: Start: 151226 End: 151310 

Gene 1057: Start: 151524 End: 151629 

Gene 1058: Start: 151680 End: 151716 

Gene 1059: Start: 151832 End: 151850 

Gene 1060: Start: 151964 End: 152099 

Gene 1061: Start: 152147 End: 152204 

Gene 1062: Start: 152213 End: 152390 

Gene 1063: Start: 152474 End: 152516 

Gene 1064: Start: 152609 End: 152897 

Gene 1065: Start: 153011 End: 153101 

Gene 1066: Start: 153147 End: 153153 

Gene 1067: Start: 153213 End: 153243 

Gene 1068: Start: 153300 End: 153318 

Gene 1069: Start: 153336 End: 153384 

Gene 1070: Start: 153408 End: 153435 

Gene 1071: Start: 153710 End: 153746 

Gene 1072: Start: 153875 End: 153944 

Gene 1073: Start: 154218 End: 154389 

Gene 1074: Start: 154506 End: 154515 

Gene 1075: Start: 154673 End: 154766 

Gene 1076: Start: 154820 End: 154829 

Gene 1077: Start: 154913 End: 154973 

Gene 1078: Start: 155045 End: 155228 

Gene 1079: Start: 155433 End: 155460 

Gene 1080: Start: 155522 End: 155630 

Gene 1081: Start: 155768 End: 155828 

Gene 1082: Start: 155868 End: 155886 

Gene 1083: Start: 156038 End: 156119 

Gene 1084: Start: 156185 End: 156290 

Gene 1085: Start: 156381 End: 156405 

Gene 1086: Start: 156408 End: 156429 

Gene 1087: Start: 156467 End: 156485 

Gene 1088: Start: 156543 End: 156549 

Gene 1089: Start: 156612 End: 156669 

Gene 1090: Start: 156720 End: 156786 

Gene 1091: Start: 156800 End: 157016 

Gene 1092: Start: 157151 End: 157178 

Gene 1093: Start: 157242 End: 157248 

Gene 1094: Start: 157265 End: 157274 

Gene 1095: Start: 157308 End: 157335 

Gene 1096: Start: 157376 End: 157436 

Gene 1097: Start: 157472 End: 157733 

Gene 1098: Start: 157841 End: 157865 

Gene 1099: Start: 158019 End: 158022 

Gene 1100: Start: 158139 End: 158211 

Gene 1101: Start: 158234 End: 158291 

Gene 1102: Start: 158325 End: 158583 

Gene 1103: Start: 158598 End: 158685 

Gene 1104: Start: 158688 End: 158760 

Gene 1105: Start: 158841 End: 158883 

Gene 1106: Start: 158937 End: 159102 

Gene 1107: Start: 159110 End: 159206 

Gene 1108: Start: 159234 End: 159243 

Gene 1109: Start: 159258 End: 159510 

Gene 1110: Start: 159729 End: 159759 

Gene 1111: Start: 159858 End: 159930 

Gene 1112: Start: 160013 End: 160022 

Gene 1113: Start: 160098 End: 160122 

Gene 1114: Start: 160139 End: 160160 

Gene 1115: Start: 160274 End: 160298 

Gene 1116: Start: 160344 End: 160353 

Gene 1117: Start: 160472 End: 160616 

Gene 1118: Start: 160776 End: 160791 

Gene 1119: Start: 160923 End: 160962 

Gene 1120: Start: 161016 End: 161043 

Gene 1121: Start: 161132 End: 161243 

Gene 1122: Start: 161247 End: 161295 

Gene 1123: Start: 161328 End: 161379 

Gene 1124: Start: 161412 End: 161415 

Gene 1125: Start: 161442 End: 161448 

Gene 1126: Start: 161459 End: 161489 

Gene 1127: Start: 161504 End: 161708 

Gene 1128: Start: 161747 End: 161750 

Gene 1129: Start: 161757 End: 161778 

Gene 1130: Start: 161784 End: 161790 

Gene 1131: Start: 161855 End: 161864 

Gene 1132: Start: 161924 End: 162023 

Gene 1133: Start: 162105 End: 162150 

Gene 1134: Start: 162158 End: 162173 

Gene 1135: Start: 162272 End: 162320 

Gene 1136: Start: 162429 End: 162510 

Gene 1137: Start: 162594 End: 162699 

Gene 1138: Start: 162810 End: 162996 

Gene 1139: Start: 163133 End: 163154 

Gene 1140: Start: 163203 End: 163266 

Gene 1141: Start: 163494 End: 163500 

Gene 1142: Start: 163512 End: 163605 

Gene 1143: Start: 163745 End: 163802 

Gene 1144: Start: 164130 End: 164133 

Gene 1145: Start: 164138 End: 164156 

Gene 1146: Start: 164223 End: 164232 

Gene 1147: Start: 164235 End: 164262 

Gene 1148: Start: 164331 End: 164346 

Gene 1149: Start: 164585 End: 164633 

Gene 1150: Start: 164679 End: 164709 

Gene 1151: Start: 164838 End: 165075 

Gene 1152: Start: 165164 End: 165200 

Gene 1153: Start: 165236 End: 165605 

Gene 1154: Start: 165787 End: 165814 

Gene 1155: Start: 165837 End: 165852 

Gene 1156: Start: 165932 End: 166112 

Gene 1157: Start: 166261 End: 166306 

Gene 1158: Start: 166547 End: 166592 

Gene 1159: Start: 166681 End: 166708 

Gene 1160: Start: 166763 End: 166787 

Gene 1161: Start: 166963 End: 166987 

Gene 1162: Start: 167047 End: 167080 

Gene 1163: Start: 167136 End: 167202 

Gene 1164: Start: 167374 End: 167395 

Gene 1165: Start: 167490 End: 167514 

Gene 1166: Start: 167575 End: 167632 

Gene 1167: Start: 167646 End: 167661 

Gene 1168: Start: 167666 End: 167849 

Gene 1169: Start: 167921 End: 167927 

Gene 1170: Start: 168040 End: 168058 

Gene 1171: Start: 168111 End: 168129 

Gene 1172: Start: 168164 End: 168236 

Gene 1173: Start: 168268 End: 168295 

Gene 1174: Start: 168376 End: 168385 

Gene 1175: Start: 168394 End: 168613 

Gene 1176: Start: 168639 End: 168675 

Gene 1177: Start: 168718 End: 168751 

Gene 1178: Start: 168764 End: 168785 

Gene 1179: Start: 168809 End: 168839 

Gene 1180: Start: 168861 End: 168879 

Gene 1181: Start: 168933 End: 168975 

Gene 1182: Start: 169027 End: 169051 

Gene 1183: Start: 169109 End: 169172 

Gene 1184: Start: 169246 End: 169282 

Gene 1185: Start: 169303 End: 169336 

Gene 1186: Start: 169368 End: 169641 

Gene 1187: Start: 169702 End: 169816 

Gene 1188: Start: 169822 End: 169876 

Gene 1189: Start: 169904 End: 170246 

Gene 1190: Start: 170252 End: 170273 

Gene 1191: Start: 170288 End: 170336 

Gene 1192: Start: 170492 End: 170522 

Gene 1193: Start: 170564 End: 170789 

Gene 1194: Start: 170802 End: 170823 

Gene 1195: Start: 170873 End: 170900 

Gene 1196: Start: 170903 End: 170966 

Gene 1197: Start: 170975 End: 170993 

Gene 1198: Start: 171075 End: 171132 

Gene 1199: Start: 171229 End: 171250 

Gene 1200: Start: 171346 End: 171592 

Gene 1201: Start: 171632 End: 171635 

Gene 1202: Start: 171671 End: 171746 

Gene 1203: Start: 171825 End: 171876 

Gene 1204: Start: 172000 End: 172027 

Gene 1205: Start: 172057 End: 172075 

Gene 1206: Start: 172139 End: 172445 

Gene 1207: Start: 172453 End: 172498 

Gene 1208: Start: 172514 End: 172610 

Gene 1209: Start: 172682 End: 172700 

Gene 1210: Start: 172795 End: 172888 

Gene 1211: Start: 173012 End: 173033 

Gene 1212: Start: 173055 End: 173145 

Gene 1213: Start: 173155 End: 173200 

Gene 1214: Start: 173224 End: 173362 

Gene 1215: Start: 173384 End: 173417 

Gene 1216: Start: 173429 End: 173483 

Gene 1217: Start: 173647 End: 173761 

Gene 1218: Start: 173852 End: 173921 

Gene 1219: Start: 173960 End: 173993 

Gene 1220: Start: 174020 End: 174140 

Gene 1221: Start: 174345 End: 174393 

Gene 1222: Start: 174500 End: 174566 

Gene 1223: Start: 174575 End: 174695 

Gene 1224: Start: 174747 End: 174789 

Gene 1225: Start: 174832 End: 174916 

Gene 1226: Start: 174977 End: 175037 

Gene 1227: Start: 175183 End: 175186 

Gene 1228: Start: 175339 End: 175390 

Gene 1229: Start: 175460 End: 175535 

Gene 1230: Start: 175546 End: 175666 

Gene 1231: Start: 175694 End: 175712 

Gene 1232: Start: 175894 End: 176092 

Gene 1233: Start: 176173 End: 176176 

Gene 1234: Start: 176262 End: 176415 

Gene 1235: Start: 176495 End: 176573 

Gene 1236: Start: 176593 End: 176623 

Gene 1237: Start: 176647 End: 176728 

Gene 1238: Start: 176762 End: 176906 

Gene 1239: Start: 176920 End: 176947 

Gene 1240: Start: 177002 End: 177008 

Gene 1241: Start: 177011 End: 177095 

Gene 1242: Start: 177332 End: 177425 

Gene 1243: Start: 177461 End: 177473 

Gene 1244: Start: 177508 End: 177601 

Gene 1245: Start: 177742 End: 177808 

Gene 1246: Start: 178008 End: 178191 

Gene 1247: Start: 178200 End: 178251 

Gene 1248: Start: 178254 End: 178317 

Gene 1249: Start: 178452 End: 178479 

Gene 1250: Start: 178570 End: 178621 

Gene 1251: Start: 178651 End: 178654 

Gene 1252: Start: 178680 End: 178854 

Gene 1253: Start: 178925 End: 179027 

Gene 1254: Start: 179065 End: 179116 

Gene 1255: Start: 179164 End: 179308 

Gene 1256: Start: 179317 End: 179464 

Gene 1257: Start: 179503 End: 179515 

Gene 1258: Start: 179545 End: 179635 

Gene 1259: Start: 179677 End: 179968 

Gene 1260: Start: 180034 End: 180040 

Gene 1261: Start: 180121 End: 180148 

Gene 1262: Start: 180198 End: 180282 

Gene 1263: Start: 180315 End: 180366 

Gene 1264: Start: 180458 End: 180473 

Gene 1265: Start: 180590 End: 180701 

Gene 1266: Start: 180889 End: 180904 

Gene 1267: Start: 180940 End: 180949 

Gene 1268: Start: 180955 End: 181024 

Gene 1269: Start: 181096 End: 181102 

Gene 1270: Start: 181147 End: 181156 

Gene 1271: Start: 181218 End: 181245 

Gene 1272: Start: 181438 End: 181462 

Gene 1273: Start: 181504 End: 181516 

Gene 1274: Start: 181618 End: 181693 

Gene 1275: Start: 181777 End: 181933 

Gene 1276: Start: 181974 End: 181986 

Gene 1277: Start: 182010 End: 182046 

Gene 1278: Start: 182059 End: 182119 

Gene 1279: Start: 182147 End: 182249 

Gene 1280: Start: 182282 End: 182411 

Gene 1281: Start: 182443 End: 182554 

Gene 1282: Start: 182671 End: 182740 

Gene 1283: Start: 182888 End: 182951 

Gene 1284: Start: 183014 End: 183041 

Gene 1285: Start: 183073 End: 183109 

Gene 1286: Start: 183128 End: 183155 

Gene 1287: Start: 183345 End: 183375 

Gene 1288: Start: 183387 End: 183408 

Gene 1289: Start: 183467 End: 183509 

Gene 1290: Start: 183548 End: 183899 

Gene 1291: Start: 183958 End: 184114 

Gene 1292: Start: 184118 End: 184133 

Gene 1293: Start: 184167 End: 184173 

Gene 1294: Start: 184430 End: 184472 

Gene 1295: Start: 184509 End: 184542 

Gene 1296: Start: 184587 End: 184764 

Gene 1297: Start: 184777 End: 184795 

Gene 1298: Start: 185006 End: 185105 

Gene 1299: Start: 185215 End: 185302 

Gene 1300: Start: 185327 End: 185375 

Gene 1301: Start: 185419 End: 185464 

Gene 1302: Start: 185539 End: 185545 

Gene 1303: Start: 185983 End: 186097 

Gene 1304: Start: 186135 End: 186150 

Gene 1305: Start: 186171 End: 186198 

Gene 1306: Start: 186271 End: 186286 

Gene 1307: Start: 186311 End: 186353 

Gene 1308: Start: 186361 End: 186541 

